id,scan_id,name,severity,confidence,url,parameter,description,is_false_positive,ml_confidence,created_at
11,3,Missing Anti-clickjacking Header,medium,0.7,https://staging.rancherscafe.com,x-frame-options,The response does not protect against 'ClickJacking' attacks. It should include either Content-Security-Policy with 'frame-ancestors' directive or X-Frame-Options.,,,2025-11-22T19:34:23.649480+00:00
12,3,Content Security Policy (CSP) Header Not Set,medium,0.9,https://staging.rancherscafe.com,,"Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.",,,2025-11-22T19:34:23.653370+00:00
13,3,Modern Web Application,info,0.7,https://staging.rancherscafe.com,,The application appears to be a modern web application. If you need to explore it automatically then the Ajax Spider may well be more effective than the standard one.,,,2025-11-22T19:34:23.657506+00:00
14,3,"Server Leaks Version Information via ""Server"" HTTP Response Header Field",low,0.9,https://staging.rancherscafe.com,,"The web/application server is leaking version information via the ""Server"" HTTP response header. Access to such information may facilitate attackers identifying other vulnerabilities your web/application server is subject to.",,,2025-11-22T19:34:23.661445+00:00
15,3,Strict-Transport-Security Header Not Set,low,0.9,https://staging.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:23.666583+00:00
16,3,X-Content-Type-Options Header Missing,low,0.7,https://staging.rancherscafe.com,x-content-type-options,"The Anti-MIME-Sniffing header X-Content-Type-Options was not set to 'nosniff'. This allows older versions of Internet Explorer and Chrome to perform MIME-sniffing on the response body, potentially causing the response body to be interpreted and displayed as a content type other than the declared content type. Current (early 2014) and legacy versions of Firefox will use the declared content type (if one is set), rather than performing MIME-sniffing.",,,2025-11-22T19:34:23.670498+00:00
17,3,"Server Leaks Information via ""X-Powered-By"" HTTP Response Header Field(s)",low,0.7,https://staging.rancherscafe.com,,"The web/application server is leaking information via one or more ""X-Powered-By"" HTTP response headers. Access to such information may facilitate attackers identifying other frameworks/components your web application is reliant upon and the vulnerabilities such components may be subject to.",,,2025-11-22T19:34:23.674485+00:00
18,3,Re-examine Cache-control Directives,info,0.5,https://branchlocator.rancherscafe.com,cache-control,"The cache-control header has not been set properly or is missing, allowing the browser and proxies to cache content. For static assets like css, js, or image files this might be intended, however, the resources should be reviewed to ensure that no sensitive content will be cached.",,,2025-11-22T19:34:23.678769+00:00
19,3,Content Security Policy (CSP) Header Not Set,medium,0.9,https://branchlocator.rancherscafe.com,,"Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.",,,2025-11-22T19:34:23.683080+00:00
20,3,Cross-Domain JavaScript Source File Inclusion,low,0.7,https://branchlocator.rancherscafe.com,https://unpkg.com/leaflet@1.9.4/dist/leaflet.js,The page includes one or more script files from a third-party domain.,,,2025-11-22T19:34:23.688397+00:00
21,3,Information Disclosure - Suspicious Comments,info,0.5,https://branchlocator.rancherscafe.com,,The response appears to contain suspicious comments which may help an attacker.,,,2025-11-22T19:34:23.693492+00:00
22,3,Modern Web Application,info,0.7,https://branchlocator.rancherscafe.com,,The application appears to be a modern web application. If you need to explore it automatically then the Ajax Spider may well be more effective than the standard one.,,,2025-11-22T19:34:23.697849+00:00
23,3,Re-examine Cache-control Directives,info,0.5,https://company.rancherscafe.com,cache-control,"The cache-control header has not been set properly or is missing, allowing the browser and proxies to cache content. For static assets like css, js, or image files this might be intended, however, the resources should be reviewed to ensure that no sensitive content will be cached.",,,2025-11-22T19:34:23.702268+00:00
24,3,Content Security Policy (CSP) Header Not Set,medium,0.9,https://company.rancherscafe.com,,"Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.",,,2025-11-22T19:34:23.706754+00:00
25,3,Strict-Transport-Security Header Not Set,low,0.9,https://webdisk.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:23.710203+00:00
26,3,Modern Web Application,info,0.7,https://company.rancherscafe.com,,The application appears to be a modern web application. If you need to explore it automatically then the Ajax Spider may well be more effective than the standard one.,,,2025-11-22T19:34:23.715991+00:00
27,3,"Server Leaks Information via ""X-Powered-By"" HTTP Response Header Field(s)",low,0.7,https://company.rancherscafe.com,,"The web/application server is leaking information via one or more ""X-Powered-By"" HTTP response headers. Access to such information may facilitate attackers identifying other frameworks/components your web application is reliant upon and the vulnerabilities such components may be subject to.",,,2025-11-22T19:34:23.720434+00:00
28,3,Content Security Policy (CSP) Header Not Set,medium,0.9,https://shop.rancherscafe.com,,"Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.",,,2025-11-22T19:34:23.725797+00:00
29,3,Strict-Transport-Security Header Not Set,low,0.9,https://static.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:23.731281+00:00
30,3,"Server Leaks Version Information via ""Server"" HTTP Response Header Field",low,0.9,https://shop.rancherscafe.com,,"The web/application server is leaking version information via the ""Server"" HTTP response header. Access to such information may facilitate attackers identifying other vulnerabilities your web/application server is subject to.",,,2025-11-22T19:34:23.736578+00:00
31,3,Strict-Transport-Security Header Not Set,low,0.9,https://shop.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:23.742339+00:00
32,3,Strict-Transport-Security Header Not Set,low,0.9,https://adminecs.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:23.748542+00:00
33,3,CSP: Failure to Define Directive with No Fallback,medium,0.9,https://api.rancherscafe.com,Content-Security-Policy,The Content Security Policy fails to define one of the directives that has no fallback. Missing/excluding them is the same as allowing anything.,,,2025-11-22T19:34:23.753055+00:00
34,3,Cross-Domain Misconfiguration,medium,0.7,https://api.rancherscafe.com,,"Web browser data loading may be possible, due to a Cross Origin Resource Sharing (CORS) misconfiguration on the web server.",,,2025-11-22T19:34:23.758381+00:00
35,3,Modern Web Application,info,0.7,https://api.rancherscafe.com,,The application appears to be a modern web application. If you need to explore it automatically then the Ajax Spider may well be more effective than the standard one.,,,2025-11-22T19:34:23.763126+00:00
36,3,Strict-Transport-Security Header Not Set,low,0.9,https://api.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:23.768360+00:00
37,3,"Server Leaks Information via ""X-Powered-By"" HTTP Response Header Field(s)",low,0.7,https://api.rancherscafe.com,,"The web/application server is leaking information via one or more ""X-Powered-By"" HTTP response headers. Access to such information may facilitate attackers identifying other frameworks/components your web application is reliant upon and the vulnerabilities such components may be subject to.",,,2025-11-22T19:34:23.774084+00:00
38,3,CSP: Failure to Define Directive with No Fallback,medium,0.9,https://api.staging.rancherscafe.com,Content-Security-Policy,The Content Security Policy fails to define one of the directives that has no fallback. Missing/excluding them is the same as allowing anything.,,,2025-11-22T19:34:23.779334+00:00
39,3,Cross-Domain Misconfiguration,medium,0.7,https://api.staging.rancherscafe.com,,"Web browser data loading may be possible, due to a Cross Origin Resource Sharing (CORS) misconfiguration on the web server.",,,2025-11-22T19:34:23.783665+00:00
40,3,"Server Leaks Version Information via ""Server"" HTTP Response Header Field",low,0.9,https://api.staging.rancherscafe.com,,"The web/application server is leaking version information via the ""Server"" HTTP response header. Access to such information may facilitate attackers identifying other vulnerabilities your web/application server is subject to.",,,2025-11-22T19:34:23.787686+00:00
41,3,Strict-Transport-Security Header Not Set,low,0.9,https://api.staging.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:23.792417+00:00
42,3,"Server Leaks Information via ""X-Powered-By"" HTTP Response Header Field(s)",low,0.7,https://api.staging.rancherscafe.com,,"The web/application server is leaking information via one or more ""X-Powered-By"" HTTP response headers. Access to such information may facilitate attackers identifying other frameworks/components your web application is reliant upon and the vulnerabilities such components may be subject to.",,,2025-11-22T19:34:23.797524+00:00
43,3,Strict-Transport-Security Header Not Set,low,0.9,https://cpcalendars.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:23.801919+00:00
44,3,Missing Anti-clickjacking Header,medium,0.7,https://admin.rancherscafe.com,x-frame-options,The response does not protect against 'ClickJacking' attacks. It should include either Content-Security-Policy with 'frame-ancestors' directive or X-Frame-Options.,,,2025-11-22T19:34:23.806865+00:00
45,3,Re-examine Cache-control Directives,info,0.5,https://admin.rancherscafe.com,cache-control,"The cache-control header has not been set properly or is missing, allowing the browser and proxies to cache content. For static assets like css, js, or image files this might be intended, however, the resources should be reviewed to ensure that no sensitive content will be cached.",,,2025-11-22T19:34:23.814526+00:00
46,3,Content Security Policy (CSP) Header Not Set,medium,0.9,https://admin.rancherscafe.com,,"Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.",,,2025-11-22T19:34:23.819988+00:00
47,3,Information Disclosure - Suspicious Comments,info,0.5,https://admin.rancherscafe.com,,The response appears to contain suspicious comments which may help an attacker.,,,2025-11-22T19:34:23.825328+00:00
48,3,Modern Web Application,info,0.7,https://admin.rancherscafe.com,,The application appears to be a modern web application. If you need to explore it automatically then the Ajax Spider may well be more effective than the standard one.,,,2025-11-22T19:34:23.830630+00:00
49,3,"Server Leaks Version Information via ""Server"" HTTP Response Header Field",low,0.9,https://admin.rancherscafe.com,,"The web/application server is leaking version information via the ""Server"" HTTP response header. Access to such information may facilitate attackers identifying other vulnerabilities your web/application server is subject to.",,,2025-11-22T19:34:23.835510+00:00
50,3,Strict-Transport-Security Header Not Set,low,0.9,https://admin.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:23.841494+00:00
51,3,X-Content-Type-Options Header Missing,low,0.7,https://admin.rancherscafe.com,x-content-type-options,"The Anti-MIME-Sniffing header X-Content-Type-Options was not set to 'nosniff'. This allows older versions of Internet Explorer and Chrome to perform MIME-sniffing on the response body, potentially causing the response body to be interpreted and displayed as a content type other than the declared content type. Current (early 2014) and legacy versions of Firefox will use the declared content type (if one is set), rather than performing MIME-sniffing.",,,2025-11-22T19:34:23.847463+00:00
52,3,Application Error Disclosure,medium,0.7,https://webmail.rancherscafe.com,,This page contains an error/warning message that may disclose sensitive information like the location of the file that produced the unhandled exception. This information can be used to launch further attacks against the web application. The alert could be a false positive if the error message is found inside a documentation page.,,,2025-11-22T19:34:23.854010+00:00
53,3,Content Security Policy (CSP) Header Not Set,medium,0.9,https://webmail.rancherscafe.com,,"Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.",,,2025-11-22T19:34:23.859318+00:00
54,3,Cookie without SameSite Attribute,low,0.7,https://webmail.rancherscafe.com,webmailsession,"A cookie has been set without the SameSite attribute, which means that the cookie can be sent as a result of a 'cross-site' request. The SameSite attribute is an effective counter measure to cross-site request forgery, cross-site script inclusion, and timing attacks.",,,2025-11-22T19:34:23.864920+00:00
55,3,Absence of Anti-CSRF Tokens,medium,0.5,https://webmail.rancherscafe.com,,"No Anti-CSRF tokens were found in a HTML submission form. A cross-site request forgery is an attack that involves forcing a victim to send an HTTP request to a target destination without their knowledge or intent in order to perform an action as the victim. The underlying cause is application functionality using predictable URL/form actions in a repeatable way. The nature of the attack is that CSRF exploits the trust that a web site has for a user. By contrast, cross-site scripting (XSS) exploits the trust that a user has for a web site. Like XSS, CSRF attacks are not necessarily cross-site, but they can be. Cross-site request forgery is also known as CSRF, XSRF, one-click attack, session riding, confused deputy, and sea surf.  CSRF attacks are effective in a number of situations, including:     * The victim has an active session on the target site.     * The victim is authenticated via HTTP auth on the target site.     * The victim is on the same local network as the target site.  CSRF has primarily been used to perform an action against a target site using the victim's privileges, but recent techniques have been discovered to disclose information by gaining access to the response. The risk of information disclosure is dramatically increased when the target site is vulnerable to XSS, because XSS can be used as a platform for CSRF, allowing the attack to operate within the bounds of the same-origin policy.",,,2025-11-22T19:34:23.871384+00:00
56,3,Modern Web Application,info,0.7,https://webmail.rancherscafe.com,,The application appears to be a modern web application. If you need to explore it automatically then the Ajax Spider may well be more effective than the standard one.,,,2025-11-22T19:34:23.877958+00:00
57,3,Session Management Response Identified,info,0.7,https://webmail.rancherscafe.com,webmailsession,"The given response has been identified as containing a session management token. The 'Other Info' field contains a set of header tokens that can be used in the Header Based Session Management Method. If the request is in a context which has a Session Management Method set to ""Auto-Detect"" then this rule will change the session management to use the tokens identified.",,,2025-11-22T19:34:23.883465+00:00
58,3,Cookie No HttpOnly Flag,low,0.7,https://mail.rancherscafe.com,PHPSESSID,"A cookie has been set without the HttpOnly flag, which means that the cookie can be accessed by JavaScript. If a malicious script can be run on this page then the cookie will be accessible and can be transmitted to another site. If this is a session cookie then session hijacking may be possible.",,,2025-11-22T19:34:23.890788+00:00
59,3,Cookie without SameSite Attribute,low,0.7,https://mail.rancherscafe.com,PHPSESSID,"A cookie has been set without the SameSite attribute, which means that the cookie can be sent as a result of a 'cross-site' request. The SameSite attribute is an effective counter measure to cross-site request forgery, cross-site script inclusion, and timing attacks.",,,2025-11-22T19:34:23.896834+00:00
60,3,Cookie Without Secure Flag,low,0.7,https://mail.rancherscafe.com,PHPSESSID,"A cookie has been set without the secure flag, which means that the cookie can be accessed via unencrypted connections.",,,2025-11-22T19:34:23.901806+00:00
61,3,Cross-Domain Misconfiguration,medium,0.7,https://mail.rancherscafe.com,,"Web browser data loading may be possible, due to a Cross Origin Resource Sharing (CORS) misconfiguration on the web server.",,,2025-11-22T19:34:23.906492+00:00
62,3,"Server Leaks Information via ""X-Powered-By"" HTTP Response Header Field(s)",low,0.7,https://mail.rancherscafe.com,,"The web/application server is leaking information via one or more ""X-Powered-By"" HTTP response headers. Access to such information may facilitate attackers identifying other frameworks/components your web application is reliant upon and the vulnerabilities such components may be subject to.",,,2025-11-22T19:34:23.911082+00:00
63,3,Session Management Response Identified,info,0.7,https://mail.rancherscafe.com,PHPSESSID,"The given response has been identified as containing a session management token. The 'Other Info' field contains a set of header tokens that can be used in the Header Based Session Management Method. If the request is in a context which has a Session Management Method set to ""Auto-Detect"" then this rule will change the session management to use the tokens identified.",,,2025-11-22T19:34:23.916457+00:00
64,3,Strict-Transport-Security Header Not Set,low,0.9,https://app.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:23.921720+00:00
65,3,"Server Leaks Version Information via ""Server"" HTTP Response Header Field",low,0.9,https://chatbot.rancherscafe.com,,"The web/application server is leaking version information via the ""Server"" HTTP response header. Access to such information may facilitate attackers identifying other vulnerabilities your web/application server is subject to.",,,2025-11-22T19:34:23.927170+00:00
66,3,Strict-Transport-Security Header Not Set,low,0.9,https://chatbot.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:23.931454+00:00
67,3,Strict-Transport-Security Header Not Set,low,0.9,https://autodiscover.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:23.937736+00:00
68,3,Strict-Transport-Security Header Not Set,low,0.9,https://cpanel.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:23.943746+00:00
69,3,Missing Anti-clickjacking Header,medium,0.7,https://admin.staging.rancherscafe.com,x-frame-options,The response does not protect against 'ClickJacking' attacks. It should include either Content-Security-Policy with 'frame-ancestors' directive or X-Frame-Options.,,,2025-11-22T19:34:23.949438+00:00
70,3,Re-examine Cache-control Directives,info,0.5,https://admin.staging.rancherscafe.com,cache-control,"The cache-control header has not been set properly or is missing, allowing the browser and proxies to cache content. For static assets like css, js, or image files this might be intended, however, the resources should be reviewed to ensure that no sensitive content will be cached.",,,2025-11-22T19:34:23.955639+00:00
71,3,Content Security Policy (CSP) Header Not Set,medium,0.9,https://admin.staging.rancherscafe.com,,"Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.",,,2025-11-22T19:34:23.964491+00:00
72,3,Information Disclosure - Suspicious Comments,info,0.5,https://admin.staging.rancherscafe.com,,The response appears to contain suspicious comments which may help an attacker.,,,2025-11-22T19:34:23.970722+00:00
73,3,Modern Web Application,info,0.7,https://admin.staging.rancherscafe.com,,The application appears to be a modern web application. If you need to explore it automatically then the Ajax Spider may well be more effective than the standard one.,,,2025-11-22T19:34:23.978726+00:00
74,3,"Server Leaks Version Information via ""Server"" HTTP Response Header Field",low,0.9,https://admin.staging.rancherscafe.com,,"The web/application server is leaking version information via the ""Server"" HTTP response header. Access to such information may facilitate attackers identifying other vulnerabilities your web/application server is subject to.",,,2025-11-22T19:34:23.985351+00:00
75,3,Strict-Transport-Security Header Not Set,low,0.9,https://admin.staging.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:23.991220+00:00
76,3,X-Content-Type-Options Header Missing,low,0.7,https://admin.staging.rancherscafe.com,x-content-type-options,"The Anti-MIME-Sniffing header X-Content-Type-Options was not set to 'nosniff'. This allows older versions of Internet Explorer and Chrome to perform MIME-sniffing on the response body, potentially causing the response body to be interpreted and displayed as a content type other than the declared content type. Current (early 2014) and legacy versions of Firefox will use the declared content type (if one is set), rather than performing MIME-sniffing.",,,2025-11-22T19:34:23.996862+00:00
77,3,Strict-Transport-Security Header Not Set,low,0.9,https://cpcontacts.rancherscafe.com,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:24.003913+00:00
78,3,Content Security Policy (CSP) Header Not Set,medium,0.9,https://rancherscafe.com/sitemap.xml,,"Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.",,,2025-11-22T19:34:24.009623+00:00
79,3,Modern Web Application,info,0.7,https://rancherscafe.com/sitemap.xml,,The application appears to be a modern web application. If you need to explore it automatically then the Ajax Spider may well be more effective than the standard one.,,,2025-11-22T19:34:24.015114+00:00
80,3,Strict-Transport-Security Header Not Set,low,0.9,https://rancherscafe.com/sitemap.xml,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:24.020535+00:00
81,3,"Server Leaks Information via ""X-Powered-By"" HTTP Response Header Field(s)",low,0.7,https://rancherscafe.com/sitemap.xml,,"The web/application server is leaking information via one or more ""X-Powered-By"" HTTP response headers. Access to such information may facilitate attackers identifying other frameworks/components your web application is reliant upon and the vulnerabilities such components may be subject to.",,,2025-11-22T19:34:24.025599+00:00
82,3,Missing Anti-clickjacking Header,medium,0.7,https://rancherscafe.com/,x-frame-options,The response does not protect against 'ClickJacking' attacks. It should include either Content-Security-Policy with 'frame-ancestors' directive or X-Frame-Options.,,,2025-11-22T19:34:24.031217+00:00
83,3,Retrieved from Cache,info,0.7,https://rancherscafe.com/_next/static/chunks/webpack-c8b05d059bbaeeaf.js,,"The content was retrieved from a shared cache. If the response data is sensitive, personal or user-specific, this may result in sensitive information being leaked. In some cases, this may even result in a user gaining complete control of the session of another user, depending on the configuration of the caching components in use in their environment. This is primarily an issue where caching servers such as ""proxy"" caches are configured on the local network. This configuration is typically found in corporate or educational environments, for instance.",,,2025-11-22T19:34:24.038298+00:00
84,3,Strict-Transport-Security Header Not Set,low,0.9,https://rancherscafe.com/_next/static/chunks/webpack-c8b05d059bbaeeaf.js,,HTTP Strict Transport Security (HSTS) is a web security policy mechanism whereby a web server declares that complying user agents (such as a web browser) are to interact with it using only secure HTTPS connections (i.e. HTTP layered over TLS/SSL). HSTS is an IETF standards track protocol and is specified in RFC 6797.,,,2025-11-22T19:34:24.043454+00:00
85,3,Content Security Policy (CSP) Header Not Set,medium,0.9,https://rancherscafe.com/,,"Content Security Policy (CSP) is an added layer of security that helps to detect and mitigate certain types of attacks, including Cross Site Scripting (XSS) and data injection attacks. These attacks are used for everything from data theft to site defacement or distribution of malware. CSP provides a set of standard HTTP headers that allow website owners to declare approved sources of content that browsers should be allowed to load on that page — covered types are JavaScript, CSS, HTML frames, fonts, images and embeddable objects such as Java applets, ActiveX, audio and video files.",,,2025-11-22T19:34:24.048259+00:00
